"anly_mapped_zipcode","collection_to_report","collection_to_report","collection_to_report","collection_to_report","collection_to_report_less_than_1","collection_to_report_less_than_1"
"54722",1.504885993485342,1,1,2,154,307
"54723",1.162962962962963,1,1,1,114,135
"54724",1.178294573643411,1,0,2,371,516
"54725",1.1290322580645162,1,1,1,191,248
"54726",1.620253164556962,2,1,2,31,79
"54727",1.4849624060150375,1,1,2,138,266
"54728",1.6861826697892273,1,1,2,254,427
"54729",1.8338037002195045,2,1,2,1328,3189
"54730",1.714046822742475,1,1,3,331,598
"54731",2.3076923076923075,2,1,3,8,26
"54732",1.5714285714285714,1,1,2,90,161
"54733",1.393939393939394,1,1,1,76,99
"54734",1.352112676056338,1,1,2,53,71
"54735",2,2,2,2,0,1
"54736",1.3526011560693643,1,1,2,118,173
"54737",0.9032258064516129,1,0,1,25,31
"54738",1.400709219858156,1,1,2,167,282
"54739",1.07909604519774,1,0,1,269,354
"54740",1.5818181818181818,1,1,2,96,165
"54741",1.2244897959183674,1,1,2,63,98
"54742",1.0470219435736676,1,0,1,240,319
"54743",0.6666666666666666,1,0,1,6,6
"54745",1.7191011235955056,1,1,2,46,89
"54746",1.736842105263158,2,1,2,6,19
"54747",2.069139966273187,2,2,3,142,593
"54748",1.7820512820512822,2,1,2,35,78
"54749",1.2478632478632479,1,1,2,80,117
"54750",1.375,1,1,2,83,112
"54751",1.3686843421710855,1,1,2,1428,1999
"54754",2.2755102040816326,2,1,3,36,98
"54755",1.3534136546184738,1,0,2,355,498
"54756",0.90625,1,0,1,28,32
"54757",1.2295918367346939,1,0,2,136,196
"54758",1.3752244165170557,1,1,2,331,557
"54759",0.9866666666666667,1,1,1,69,75
"54760",1.8421052631578947,2,1,2,29,95
"54761",2.7708333333333335,4,1,4,44,144
"54762",1.6574074074074074,1,1,3,64,108
"54763",1.2727272727272727,1,1,1,69,88
"54765",0.4,0,0,1,5,5
"54766",1.7608695652173914,1,1,2,23,46
"54767",1.696969696969697,2,1,2,143,330
"54768",2.0350877192982457,2,2,2,76,1653
"54769",0.96875,1,0,1,29,32
"54770",1.3155080213903743,1,1,2,122,187
"54771",2.409090909090909,2,2,3,24,154
"54772",1.3942307692307692,1,1,2,77,104
"54773",2.0288808664259927,2,2,2,206,1662
"54776",2,2,2,2,0,1
"54784",3,3,3,3,0,1
"54790",2,2,2,2,0,1
"54801",2.3344262295081966,2,2,3,68,305
"54802",3,3,3,3,0,1
"54805",0.961038961038961,1,0,1,66,77
"54806",2.577524893314367,2,2,3,22,703
"54807",2,2,2,2,0,1
"54810",1.0326086956521738,1,0,1,142,184
"54812",1.2314990512333965,1,1,1,407,527
"54813",1.6875,2,1,2,7,16
"54814",2.1392405063291138,2,2,2,7,316
"54816",2,2,2,2,0,1
"54817",1.4651162790697674,1,1,2,61,86
"54819",2,1,1,4,40,67
"54820",2.5531914893617023,2,2,3,4,47
"54821",2.551282051282051,2,2,3,7,78
"54822",1.3127753303964758,1,1,2,164,227
"54824",1.0814814814814815,1,1,1,103,135
"54826",0.8181818181818182,1,0,1,20,22
"54827",2.2142857142857144,2,2,2,1,14
"54828",3.8285714285714287,4,2,5,2,35
"54829",2.290167865707434,2,2,2,97,417
"54830",1.5654761904761905,1,1,2,96,168
"54832",2.1323529411764706,2,2,2,1,68
"54835",2.6285714285714286,2,1,4,11,35
"54836",2.4791666666666665,2,2,3,6,48
"54837",1.2654545454545454,1,1,2,176,275
"54838",1.7058823529411764,2,1,2,76,153
"54839",2.4583333333333335,2,2,3,2,24
"54840",1.5666666666666667,1,1,2,80,150
"54841",1.75,1,1,2,2,4
"54842",1,1,1,1,4,4
"54843",3.3398821218074657,3,2,5,79,1018
"54844",2.076923076923077,2,2,2,2,13
"54845",2.5,2,2,3,0,4
"54846",2.55,2,2,3,4,20
"54847",2.442622950819672,2,2,3,13,183
"54848",2.757142857142857,2,1,5,49,140
"54849",2.389830508474576,2,2,3,23,118
"54850",1.2,2,0,2,2,5
"54851",2,2,2,2,0,1
"54853",1.9319066147859922,2,1,3,249,514
"54854",2.375,2,2,3,12,64
"54855",3.3,3,2,4,0,30
"54856",2.739130434782609,2,2,3,0,69
"54857",0.8333333333333334,1,1,1,6,6
"54858",1.1376146788990826,1,1,2,78,109
"54859",2.338709677419355,2,1,3,18,62
"54861",2.76,2,2,3,0,25
"54862",3.066666666666667,3,2,5,2,15
"54864",2.4285714285714284,2,2,3,12,77
"54865",2.5538461538461537,2,2,3,0,65
"54867",2.7058823529411766,2,1,5,5,17
"54868",1.977639751552795,2,1,3,356,805
"54870",2.12,2,1,3,18,50
"54871",2.7094972067039107,2,2,3,23,358
"54872",1.3333333333333333,1,1,2,69,120
"54873",2.240740740740741,2,2,3,44,216
"54874",2.334328358208955,2,2,3,32,335
"54875",2.782608695652174,3,2,4,7,46
"54876",2.939655172413793,3,2,4,24,116
"54880",2.4648318042813457,2,2,3,273,1962
"54881",2,2,2,2,0,6
"54888",2.3176470588235296,2,2,3,18,85
"54889",1.0364583333333333,1,0,2,143,192
"54890",2.6666666666666665,3,2,3,0,3
"54891",2.620320855614973,2,2,3,14,187
"54893",1.5082872928176796,1,1,2,107,181
"54894",2,2,2,2,0,2
"54895",1.6538461538461537,1,0,2,17,26
"54896",3.5824175824175826,4,2,5,13,91
"54901",2.0634920634920637,2,1,3,1178,4095
"54902",2.165939984611439,2,2,2,822,3899
"54903",1.1343734272773025,1,1,1,1783,1987
"54904",1.9748427672955975,2,1,3,596,1908
"54906",2,2,2,2,0,1
"54907",2,2,2,2,0,1
"54909",2.331081081081081,2,1,3,41,148
"54911",2.228235294117647,2,1,3,1112,3825
"54912",2.0285714285714285,2,1,3,10,35
"54913",1.9761616161616162,2,1,3,845,2475
"54914",2.229719672537832,2,1,3,1201,4031
"54915",2.3236872364890764,2,1,3,1454,5218
"54916",3.6666666666666665,4,3,4,0,3
"54917",2.5,1,1,4,1,2
"54918",4.6,4,4,4,0,5
"54919",2,2,2,2,0,3
"54920",4,4,4,4,0,1
"54921",2.2241379310344827,2,1,3,19,58
"54922",1.804054054054054,2,0,3,59,148
"54923",2.011070110701107,2,1,3,376,1084
"54925",2.5,3,1,3,1,4
"54926",2,2,2,3,1,5
"54927",1.5813953488372092,2,0,2,20,43
"54928",1.75,2,0,3,26,56
"54929",1.718100890207715,2,0,3,486,1011
"54930",2.7655172413793103,2,1,4,43,145
"54931",2.125,2,0,3,9,24
"54932",1.7446808510638299,2,1,2,20,47
"54933",1.3928571428571428,0,0,2,16,28
"54934",2,2,2,2,0,3
"54935",2.3710754017305313,2,2,3,834,4045
"54936",2.2545454545454544,2,2,3,8,55
"54937",2.0165425971877586,2,1,3,409,1209
"54939",2,2,2,2,0,1
"54940",1.9042056074766356,2,0,3,164,428
"54941",1.8295964125560538,2,1,3,90,223
"54942",2.017391304347826,2,1,3,303,805
"54943",1.85625,1,1,3,84,160
"54944",2.023094688221709,2,1,3,304,866
"54945",1.6305084745762712,2,0,3,133,295
"54946",3.068085106382979,3,2,4,49,940
"54947",2.213636363636364,2,1,3,70,220
"54948",2.5517241379310347,2,2,3,6,29
"54949",2.0074812967581046,2,1,3,130,401
"54950",1.5198776758409787,1,0,3,182,327
"54951",3,2,2,4,0,4
"54952",2.2116535433070865,2,1,3,1051,3175
"54954",2.3333333333333335,2,2,2,0,6
"54956",1.8706316474929454,2,0,3,1858,4607
"54957",1.5384615384615385,2,0,2,4,13
"54959",3,3,3,3,0,1
"54960",2.0643939393939394,2,1,3,99,264
"54961",1.755031627372053,2,0,3,758,1739
"54962",1.9112903225806452,2,0,3,42,124
"54963",1.7751277683134583,2,1,2,220,587
"54964",1.6851851851851851,2,1,2,26,54
"54965",1.963855421686747,2,1,3,49,166
"54966",2.1241379310344826,2,1,3,46,145
"54967",1.5166666666666666,2,0,3,28,60
"54968",1.9375,2,1,3,100,256
"54970",1.5989138867339023,2,1,2,644,1289
"54971",2.0062735257214555,2,1,3,276,797
"54974",2.1666666666666665,2,1,2,21,72
"54977",2.1171875,2,1,3,44,128
"54978",1.75,2,0,2,3,8
"54979",2.074468085106383,2,1,3,30,94
"54980",2.769230769230769,2,2,3,0,13
"54981",2.0669256050194202,2,2,3,833,3347
"54982",2.030534351145038,2,1,3,376,1048
"54983",1.8455882352941178,2,0,3,199,544
"54984",2.1785714285714284,2,1,3,146,448
"54985",1.446761800219539,1,1,2,549,911
"54986",1.9920424403183024,2,1,3,132,377
"54987",3,3,3,3,0,1
"54994",1,1,1,1,1,1
"55001",0,0,0,0,1,1
"55008",1,1,1,1,1,1
"55009",2,2,2,2,0,1
"55024",0.5,0,0,1,2,2
"55025",0,0,0,0,2,2
"55033",1,1,1,1,1,1
"55040",4,1,1,7,1,2
"55041",0,0,0,0,2,2
"55042",0.75,1,0,1,4,4
"55044",1.6666666666666667,1,1,2,3,6
"55046",3,3,3,3,0,1
"55047",0,0,0,0,1,1
"55056",4,4,4,4,0,1
"55060",0.75,0,0,1,3,4
"55063",1,1,1,1,1,1
"55066",0,0,0,0,2,2
"55068",0.5,0,0,1,2,2
"55076",0,0,0,0,1,1
"55077",0,0,0,0,1,1
"55082",2,2,1,3,1,3
"55090",2,2,2,2,0,1
"55102",0.6666666666666666,1,0,1,3,3
"55105",3,3,3,3,0,1
"55106",3,3,3,3,0,2
"55107",1,1,1,1,4,4
"55108",1,1,1,1,1,1
"55109",5,5,5,5,0,1
"55110",0,0,0,0,1,1
"55112",1,1,1,1,1,1
"55113",1,0,0,2,2,4
"55116",1,1,1,1,2,2
"55117",1,1,1,1,1,1
"55118",2.75,2,1,2,1,4
"55119",2,2,2,2,0,1
"55122",1.5,0,0,3,1,2
"55123",3,3,3,3,0,2
"55124",0.3333333333333333,0,0,1,6,6
"55126",1.5,1,0,2,2,4
"55127",4,4,4,4,0,1
"55128",0,0,0,0,5,5
"55129",2,2,2,2,0,1
"55154",2,2,2,2,0,1
"55206",5,5,5,5,0,1
"55215",2,2,2,2,0,1
"55218",4,4,4,4,0,1
"55223",5,5,5,5,0,1
"55227",2,2,2,2,0,1
"55301",0.5,0,0,1,2,2
"55303",0.75,0,0,1,3,4
"55304",0.8571428571428571,0,0,1,6,7
"55305",0.9090909090909091,1,1,1,11,11
"55307",1,1,0,2,2,3
"55309",0,0,0,0,1,1
"55311",1.5,1,1,2,1,2
"55313",1,1,1,1,1,1
"55316",1,1,1,1,2,2
"55317",1.6,1,1,1,4,5
"55318",1.75,1,0,3,2,4
"55330",2,2,2,2,0,1
"55331",2.4615384615384617,2,0,4,4,13
"55337",0,0,0,0,2,2
"55340",1,1,1,1,1,1
"55341",1,1,1,1,1,1
"55345",1.25,1,0,1,3,4
"55347",1,1,1,1,5,6
"55352",1,1,1,1,1,1
"55355",0,0,0,0,1,1
"55358",0,0,0,0,1,1
"55364",0,0,0,0,2,2
"55369",0.25,0,0,0,4,4
"55372",1,1,1,1,4,5
"55374",1,1,1,1,1,1
"55378",0.6666666666666666,0,0,2,2,3
"55379",1,0,0,2,1,2
"55383",1,1,1,1,1,1
"55386",1.5,1,0,1,3,4
"55388",2,2,2,2,0,1
"55391",2,1,1,3,1,2
"55397",5,5,5,5,0,1
"55401",1,1,1,1,1,1
"55402",4,4,4,4,0,1
"55403",1,1,1,1,2,2
"55405",0.4444444444444444,0,0,1,9,9
"55406",3.3333333333333335,4,0,6,1,3
"55407",0.6666666666666666,0,0,1,5,6
"55408",0.6666666666666666,0,0,2,6,9
"55409",2,2,2,2,0,1
"55410",1.3333333333333333,0,0,4,2,3
"55411",0,0,0,0,1,1
"55412",0.3333333333333333,0,0,1,3,3
"55413",0.875,1,1,1,8,8
"55414",2,2,2,2,0,1
"55415",0,0,0,0,1,1
"55416",0,0,0,0,5,5
"55417",0.5,0,0,1,4,4
"55418",4,4,4,4,0,1
"55419",0.2,0,0,0,10,10
"55420",0.5,0,0,1,2,2
"55421",1,1,1,1,1,1
"55422",0,0,0,0,2,2
"55424",2.5,1,1,4,1,2
"55426",2,2,2,2,0,2
"55428",1,1,1,1,4,4
"55429",1,1,1,1,1,1
"55430",0.5,0,0,1,4,4
"55431",0.5,0,0,1,2,2
"55432",4.666666666666667,3,1,10,1,3
"55433",0.5,0,0,1,2,2
"55434",1,1,1,1,1,1
"55436",0,0,0,0,2,2
"55437",1,1,1,1,1,1
"55439",1,1,1,1,1,1
"55441",0.2,0,0,0,5,5
"55444",3,3,3,3,0,1
"55446",0,0,0,0,3,3
"55449",2.3333333333333335,3,1,3,1,3
"55456",5,5,5,5,0,1
"55476",3,3,3,3,0,1
"55481",1.5,1,1,2,1,2
"55555",0,0,0,0,2,2
"55598",3,3,3,3,0,1
"55616",2,2,2,2,0,1
"55642",3,3,3,3,0,1
"55704",2,2,2,2,0,1
"55707",0,0,0,0,1,1
"55713",2,2,2,2,0,1
"55744",3,3,3,3,0,1
"55746",0.6666666666666666,1,0,1,9,9
"55768",3,3,3,3,0,1
"55779",0.75,1,0,1,4,4
"55803",0,0,0,0,1,1
"55804",2,2,2,2,0,1
"55805",1,1,1,1,1,1
"55806",2,2,2,2,0,1
"55810",2,2,2,2,0,1
"55811",2,2,2,2,0,1
"55812",3,3,3,3,0,1
"55901",1.3333333333333333,1,1,1,5,6
"55902",0.4,0,0,1,5,5
"55904",0.5,0,0,1,2,2
"55906",0.5,0,0,1,2,2
"55910",0.6666666666666666,0,0,1,10,12
"55919",1.1176470588235294,1,0,2,24,34
"55920",2,2,2,2,0,1
"55921",0.860655737704918,0,0,1,95,122
"55922",1,1,0,1,6,8
"55923",0,0,0,0,1,1
"55925",1.1282051282051282,1,0,1,30,39
"55929",0,0,0,0,1,1
"55931",1.2,1,0,2,10,15
"55935",0,0,0,0,1,1
"55939",0.9655172413793104,1,0,1,24,29
"55941",0.6818181818181818,0,0,1,37,44
"55943",0.6086956521739131,0,0,1,77,92
"55945",0.3333333333333333,0,0,1,3,3
"55947",0.9701492537313433,1,0,2,241,335
"55949",0.7,0,0,1,9,10
"55952",0.7083333333333334,0,0,1,18,24
"55954",0.90625,1,0,1,27,32
"55955",0,0,0,0,1,1
"55957",0,0,0,0,1,1
"55959",0.5172413793103449,0,0,1,26,29
"55961",0,0,0,0,1,1
"55962",0.8571428571428571,1,0,2,5,7
"55963",1,1,1,1,1,1
"55964",0.5,0,0,1,2,2
"55965",0.5555555555555556,0,0,1,8,9
"55968",0,0,0,0,1,1
"55969",0.7272727272727273,0,0,1,10,11
"55971",0.375,0,0,1,68,72
"55972",0,0,0,0,6,6
"55974",0.9888888888888889,1,0,1,68,90
"55975",0,0,0,0,3,3
"55976",2,2,2,2,0,1
"55979",0,0,0,0,2,2
"55981",1.1333333333333333,1,1,1,12,15
"55985",0,0,0,0,1,1
"55987",0.8125,0,0,1,343,432
"55990",1,1,1,1,1,1
"56001",1,1,1,1,4,5
"56024",1,1,1,1,1,1
"56031",0,0,0,0,1,1
"56048",0,0,0,0,1,1
"56054",0,0,0,0,1,1
"56074",4,4,4,4,0,1
"56081",3,3,3,3,0,1
"56087",1,1,1,1,3,3
"56093",2,2,2,2,0,1
"56096",1,1,1,1,1,1
"56101",1.2447552447552448,1,1,2,93,143
"56107",2,2,2,2,0,1
"56110",1.2,1,1,1,4,5
"56111",1,1,1,1,1,1
"56114",1,1,1,1,3,3
"56115",1.5,2,0,2,1,4
"56116",1.5,1,1,2,1,2
"56118",0.5,0,0,1,2,2
"56119",1.0833333333333333,1,1,1,9,12
"56122",0.6666666666666666,0,0,2,4,6
"56123",0.5,0,0,1,2,2
"56127",0,0,0,0,3,3
"56128",1.3333333333333333,1,1,2,2,3
"56129",0,0,0,0,1,1
"56131",1.04,1,1,1,44,50
"56136",1.5,1,0,2,8,12
"56137",1.5555555555555556,2,1,2,3,9
"56138",0,0,0,0,4,4
"56139",1,1,1,1,1,1
"56142",1.5,1,1,2,1,2
"56143",0.5454545454545454,1,0,1,11,11
"56144",0.8,0,0,1,4,5
"56145",1.7142857142857142,2,1,2,2,7
"56149",1.4545454545454546,1,1,2,7,11
"56150",1.1764705882352942,1,1,1,13,17
"56151",1,1,1,1,3,3
"56153",0,0,0,0,8,8
"56155",1.3333333333333333,1,1,2,2,3
"56156",1.5555555555555556,1,1,2,12,18
"56157",0,0,0,0,1,1
"56158",3,0,0,6,1,2
"56159",1,1,1,1,12,14
"56161",1.5,1,1,2,1,2
"56164",0.8620689655172413,1,0,1,22,29
"56165",0.6666666666666666,1,0,1,3,3
"56167",1.2,1,0,2,5,10
"56168",2.3,2,1,4,9,20
"56169",1,1,1,1,1,1
"56170",0,0,0,0,2,2
"56172",0.5,0,0,1,2,2
"56173",1,1,1,1,1,1
"56174",1,1,1,1,7,7
"56176",1,1,1,1,3,3
"56178",0.42857142857142855,0,0,1,6,7
"56180",0,0,0,0,1,1
"56181",0,0,0,0,1,1
"56183",1.6,2,1,2,2,5
"56185",1,1,1,1,3,3
"56186",0,0,0,0,3,3
"56187",1.234375,1,1,2,237,320
"56201",1.25,1,0,1,3,4
"56208",0.5,0,0,1,2,2
"56219",1,1,1,1,1,1
"56220",1,1,1,1,1,1
"56225",1,1,1,1,1,1
"56232",0,0,0,0,2,2
"56236",1,1,1,1,3,3
"56240",1,1,1,1,3,3
"56241",0,0,0,0,6,6
"56255",0,0,0,0,2,2
"56257",1.25,1,1,1,3,4
"56258",0.5416666666666666,0,0,1,20,24
"56264",0.8571428571428571,0,0,3,5,7
"56265",1,1,1,1,1,1
"56273",0,0,0,0,1,1
"56278",1.4166666666666667,1,1,2,7,12
"56281",3,3,3,3,0,1
"56283",0,0,0,0,2,2
"56285",0,0,0,0,2,2
"56291",0,0,0,0,1,1
"56297",0,0,0,0,1,1
"56301",1,0,0,0,3,4
"56302",3,3,3,3,0,1
"56304",3.3333333333333335,4,1,5,1,3
"56308",1,0,0,2,1,2
"56315",0,0,0,0,2,2
"56329",3,2,2,4,0,2
"56334",0,0,0,0,3,3
"56343",0,0,0,0,1,1
"56345",0,0,0,0,1,1
"56368",1,1,1,1,2,2
"56377",0,0,0,0,2,2
"56387",0.5,0,0,1,2,2
"56401",2,2,2,2,0,2
"56403",1,1,1,1,1,1
"56431",1,1,1,1,6,6
"56446",1,0,0,2,1,2
"56450",0,0,0,0,1,1
"56470",2,2,2,2,0,1
"56473",0,0,0,0,1,1
"56537",1,0,0,2,1,2
"56560",1,1,1,1,4,5
"56566",1,1,1,1,2,2
"56569",0,0,0,0,1,1
"56571",1,1,1,1,1,1
"56573",5,5,5,5,0,1
"56592",2,2,2,2,0,1
"56601",0.5,0,0,1,2,2
"56676",1,1,1,1,2,2
"57001",1.746031746031746,1,1,1,53,63
"57002",1.4827586206896552,1,1,2,37,58
"57003",1.1485148514851484,1,1,1,81,101
"57004",1.1210191082802548,1,1,1,119,157
"57005",1.0190274841437632,1,1,1,382,473
"57006",1.5800904977375565,1,1,2,640,1105
"57007",2,3,1,3,5,11
"57008",1,1,1,1,1,1
"57010",1.135135135135135,1,1,1,30,37
"57012",1.4821428571428572,2,1,2,51,112
"57013",1.336283185840708,1,1,2,213,339
"57014",1.255813953488372,1,1,2,32,43
"57015",0.9024390243902439,1,1,1,35,41
"57016",1.4285714285714286,1,1,2,21,35
"57017",1.2321428571428572,1,1,2,38,56
"57018",0.9384615384615385,1,0,1,55,65
"57020",0.8805970149253731,1,1,1,64,67
"57021",0.7272727272727273,1,0,1,11,11
"57022",0.948339483394834,1,1,1,227,271
"57024",2.9375,1,0,1,13,16
"57025",1.3831775700934579,1,1,2,75,107
"57026",1.1730769230769231,1,1,1,42,52
"57027",0,0,0,0,1,1
"57028",1.1626506024096386,1,0,2,113,166
"57029",2.126829268292683,2,1,3,81,205
"57030",0.9,1,0,1,107,120
"57031",1.1666666666666667,1,0,2,26,36
"57032",1.0101010101010102,1,1,1,325,396
"57033",1.0758620689655172,1,1,1,234,290
"57034",0.85,1,0,1,17,20
"57035",0.9761904761904762,1,1,1,35,42
"57036",0.9411764705882353,1,1,1,15,17
"57037",2.3068181818181817,3,1,3,26,88
"57038",1.4193548387096775,1,1,2,19,31
"57039",1.1583011583011582,1,1,1,226,259
"57040",1.15,1,1,1,15,20
"57041",2,1,1,2,2,4
"57042",1.6046511627906976,1,1,2,168,301
"57043",1.2054794520547945,1,1,2,53,73
"57045",1.5925925925925926,1,1,2,27,54
"57046",2.1379310344827585,2,1,3,12,29
"57047",1.0769230769230769,1,1,1,11,13
"57048",1.0227272727272727,1,1,1,37,44
"57049",1.09375,1,1,1,53,64
"57050",0.6666666666666666,1,0,1,6,6
"57051",1,1,1,1,7,8
"57052",1.0769230769230769,1,0,2,18,26
"57053",0.8072289156626506,1,0,1,71,83
"57054",1.3846153846153846,1,1,2,7,13
"57055",0.9423076923076923,1,1,1,44,52
"57057",1.3333333333333333,1,0,3,2,3
"57058",1.170731707317073,1,1,2,57,82
"57059",1.4285714285714286,1,1,2,60,98
"57061",1.1666666666666667,1,1,1,5,6
"57062",1.1333333333333333,1,0,2,52,75
"57063",1.380281690140845,1,1,2,41,71
"57064",1.0863095238095237,1,1,1,272,336
"57065",1.0625,1,0,2,11,16
"57066",1.525974025974026,2,1,2,71,154
"57067",1,1,0,2,13,19
"57068",1.056338028169014,1,1,1,57,71
"57069",1.2605504587155962,1,1,2,391,545
"57070",1.2696629213483146,1,1,1,67,89
"57071",1.3643410852713178,1,1,2,79,129
"57072",1.6888888888888889,1,1,2,23,45
"57073",2.6551724137931036,3,1,4,18,58
"57075",1.1081081081081081,1,1,1,32,37
"57076",1.3333333333333333,1,1,2,13,18
"57077",1.203125,1,1,2,47,64
"57078",1.7133131618759456,2,1,2,569,1322
"57087",3,3,3,3,0,1
"57101",1.4186046511627908,1,1,2,26,43
"57103",1.640314724615961,1,1,2,1710,2669
"57104",1.4072299651567943,1,1,1,1727,2296
"57105",1.004950495049505,1,1,1,1175,1414
"57106",1.0874511198009242,1,1,1,2321,2813
"57107",1.1396731054977711,1,1,1,533,673
"57108",0.9982588508415554,1,1,1,1454,1723
"57109",1.0425531914893618,1,1,1,40,47
"57110",1.4280496712929145,1,1,2,963,1369
"57117",1.1111111111111112,1,0,1,7,9
"57118",0.3333333333333333,0,0,1,6,6
"57119",0.5,0,0,1,2,2
"57123",2,2,2,2,0,2
"57136",3.5,3,3,4,0,2
"57186",1.8571428571428572,1,1,2,4,7
"57201",1.4251101321585904,1,1,2,573,908
"57202",5,5,5,5,0,1
"57212",1.654320987654321,1,1,2,43,81
"57213",1,1,1,1,2,2
"57214",1.75,1,0,2,2,4
"57216",1.1627906976744187,1,1,1,33,43
"57217",1,1,0,1,6,7
"57218",1.25,1,1,1,6,8
"57219",1.3,1,0,2,6,10
"57220",1.7941176470588236,1,1,2,17,34
"57221",1.5909090909090908,1,1,2,27,44
"57223",1.3823529411764706,1,1,2,20,34
"57224",1.5714285714285714,1,1,2,4,7
"57225",1.2421052631578948,1,1,2,63,95
"57226",1.9880239520958083,2,1,3,60,167
"57227",0.8181818181818182,1,1,1,11,11
"57231",2.0396825396825395,2,1,3,42,126
"57232",1.875,1,1,2,4,8
"57233",2.3333333333333335,1,1,5,2,3
"57234",1.3095238095238095,1,1,2,28,42
"57235",1.4047619047619047,1,1,2,30,42
"57236",1.5,1,1,1,3,4
"57237",1.375,1,1,2,16,24
"57238",1.35,1,1,2,14,20
"57239",1.25,1,1,2,8,12
"57241",1.5675675675675675,1,1,2,26,37
"57242",1.2272727272727273,1,1,2,15,22
"57243",1.0526315789473684,1,1,1,17,19
"57245",2.8,4,1,4,2,5
"57246",0.8,1,1,1,5,5
"57247",1.1176470588235294,1,1,2,12,17
"57248",1.71875,1,1,2,39,64
"57249",1.1379310344827587,1,0,2,20,29
"57251",1.125,1,0,2,5,8
"57252",1.1754385964912282,1,1,2,167,228
"57255",1.8461538461538463,2,1,3,6,13
"57256",1.5,1,1,2,3,6
"57257",2.2857142857142856,3,0,4,3,7
"57258",1.25,1,0,2,5,8
"57259",1,1,1,1,14,15
"57260",1.411764705882353,1,1,2,29,51
"57261",1.1944444444444444,1,1,1,32,36
"57262",1.096774193548387,1,1,1,71,93
"57263",2.1818181818181817,2,1,3,4,11
"57264",1.125,1,1,1,7,8
"57265",1.25,1,1,1,3,4
"57266",1.1923076923076923,1,1,2,19,26
"57268",1.4782608695652173,1,1,2,12,23
"57269",1,1,0,1,4,5
"57270",1.3571428571428572,1,1,2,17,28
"57271",1.25,1,0,2,4,8
"57272",1.3636363636363635,1,1,2,8,11
"57273",1.0465116279069768,1,0,2,31,43
"57274",1.1057692307692308,1,1,1,84,104
"57276",1.3571428571428572,1,1,2,34,56
"57278",2,1,1,3,19,37
"57279",1.1666666666666667,1,1,1,20,24
"57301",1.3421330517423442,1,0,2,571,947
"57303",1,1,1,1,1,1
"57304",2,2,2,2,0,1
"57311",1.3142857142857143,1,1,2,44,70
"57312",1.5789473684210527,1,1,2,14,19
"57313",1.4057971014492754,1,1,2,41,69
"57314",1.0714285714285714,1,0,2,10,14
"57315",1.3333333333333333,1,1,2,31,51
"57317",1.0555555555555556,1,0,1,14,18
"57319",1.1454545454545455,1,0,2,39,55
"57321",1.4444444444444444,2,1,2,8,18
"57322",1.1428571428571428,0,0,3,5,7
"57323",1.6666666666666667,2,1,3,8,18
"57324",2,2,1,3,2,6
"57325",1.1520912547528517,1,1,2,180,263
"57328",1.7647058823529411,2,1,2,34,102
"57329",0.16666666666666666,0,0,0,6,6
"57330",1.3953488372093024,1,1,2,26,43
"57331",0.9666666666666667,1,0,1,23,30
"57332",0.7407407407407407,0,0,1,65,81
"57334",1.3333333333333333,1,1,2,26,39
"57335",1.25,1,0,2,5,8
"57337",0.8,0,0,2,3,5
"57339",0.6857142857142857,0,0,1,56,70
"57340",1.5,1,1,2,9,18
"57341",1.7,1,1,2,5,10
"57342",1.4761904761904763,1,1,2,12,21
"57344",1.5,1,1,2,3,6
"57345",1.5964912280701755,1,1,2,30,57
"57346",0.6666666666666666,1,0,1,6,6
"57348",3.3333333333333335,1,1,4,9,18
"57349",1.3047619047619048,1,1,2,74,105
"57350",1.7003311258278146,1,1,2,362,604
"57353",1.56,1,1,2,14,25
"57354",1.5,2,1,2,2,6
"57355",1.064102564102564,1,0,1,61,78
"57356",1.1428571428571428,0,0,2,57,77
"57358",1.3333333333333333,1,1,2,2,3
"57359",1.2608695652173914,1,0,2,13,23
"57361",0.6666666666666666,0,0,2,8,12
"57362",2,2,1,3,77,207
"57363",1.2413793103448276,1,1,2,18,29
"57364",2.25,2,1,3,1,4
"57365",1.3,1,1,2,19,30
"57366",2.1822660098522166,3,1,3,64,203
"57367",0.36363636363636365,0,0,1,10,11
"57368",1.6938775510204083,1,1,3,50,98
"57369",1.7364341085271318,2,1,3,63,129
"57370",1.4,1,1,2,29,50
"57371",1.5,1,1,2,8,16
"57373",1.7307692307692308,1,1,2,13,26
"57374",1.3846153846153846,1,1,2,7,13
"57375",1.3043478260869565,1,1,2,15,23
"57376",1.3818181818181818,1,0,2,31,55
"57379",0.8,1,1,1,5,5
"57380",1.0317460317460319,1,0,2,118,189
"57381",1.8846153846153846,2,1,2,10,26
"57382",1.948905109489051,2,1,3,53,137
"57383",1.15625,1,0,2,22,32
"57384",1.4047619047619047,1,1,2,25,42
"57385",1.631578947368421,1,1,2,21,38
"57386",1.5,1,0,1,3,4
"57401",1.3686967910936476,1,1,2,925,1527
"57402",1.2727272727272727,2,0,2,5,11
"57422",1,1,1,1,2,2
"57424",5.52,3,1,6,15,50
"57426",1,1,1,1,1,1
"57427",1.1764705882352942,1,1,2,11,17
"57428",5.8765432098765435,6,6,7,6,81
"57429",2,1,1,3,2,4
"57430",1.3620689655172413,2,1,2,28,58
"57432",1.1904761904761905,1,0,2,14,21
"57433",1.5,2,1,2,5,12
"57434",1.588235294117647,2,0,2,6,17
